id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm443283,LoudonWainwrightIII:SurvivingTwin,MOVIE,Grammy-winningsingerLoudonWainwrightIIIreflectsuponhisuniquerelationshipwithhisfatherinaneveningoforiginalsongsandheartfeltstories.,2018,,91,"music,documentation",US,,tt9203030,7.1,95,1.294,8
tm279017,"MichaelBolton'sBig,SexyValentine'sDaySpecial",MOVIE,"AfterSantatellsMichaelBoltonthatheneeds75,000newbabiesbyChristmastomeettoysupply,MichaelBoltonhostsasexytelethontogettheworldtostartmakinglove.",2017,,54,"comedy,music,romance",US,,tt6343706,6.8,2126,4.616,6.4
tm349656,ASortofFamily,MOVIE,"WhatlimitsdoesMalenacrosstogetwhatshewantsmost?Malenaisa38yearoldmiddleclassdoctorfromBuenosAires.OneafternoonshereceivesthecallfromDoctorCostas,whoinformsherthatshemusttravelimmediatelytothenorthofthecountry:thebabyshewaswaitingforisabouttobeborn.UnexpectedlyMalenadecidestoembarkonanuncertainjourney,fullofcrossroads,facingallkindsoflegalandmoralobstaclesthatwillmakeherconstantlywonderinghowfarsheisreadytogo.",2017,,95,"thriller,crime,drama,european","BR,DK,FR,DE,PL,AR",,tt6386168,6.3,701,3.64,6.4
tm512751,InLine,MOVIE,Amanreturnsfromprisonhopingtopickupthepiecesofhislifewithhiswifeandbusiness.Thingsarenotashehopeswhenhebeginstosuspecthiswifeofinfidelityandwiththebusinessatstake;hecallsinanoldfriendwhoisaprivateinvestigatorforhelp.Alovetriangleensueswitheveryonefightingforloveandformoney.Whowillcomeouttop.,2017,,115,drama,NG,,tt7492760,6.1,34,0.925,
tm353875,AlltheReasonstoForget,MOVIE,"Afterendinghislong-termrelationship,AntonioissurethathecanquicklygetoverSofia.Butnothingisassimpleasitseems.Andrealizingtheimpossibilityofcontrollinghisownfeelings,hebeginstoboycottthem,usingallsortsofcontemporarypalliativemeasurestofreehimselffromthememoriesofhisex:cognitivepsychoanalysis,prescriptiondrugs,Tinder,amongothers.Ergo,Antoniowillgothroughseveraltragicomicsituations.",2017,,90,"romance,comedy,drama",BR,,tt6964520,6.2,526,3.5,7.3
tm327219,BuddyThunderstruck:TheMaybePile,MOVIE,"Championtruck-racingdogBuddyandhisbestfriend,ferretmechanicDarnell,pawthroughthe""maybepile""andtestoutabunchofcrazystunts.",2017,,13,comedy,US,,,,,1.926,7.5
tm315865,Laerte-se,MOVIE,"Inthisfilm,Laerteconjugatesthebodyinthefeminine,andscrutinizesconceptsandprejudices.Notinsearchofanidentity,butinsearchofun-identities.Laertecreatesandsendscreaturestofacerealityinthefictionalworldofcomicstripsasavanguardoftheself.And,onthestreets,theonewhobecomesthefictionofarealcharacter.Laerte,ofallthebodies,andofnone,complicatesallbinaries.InfollowingLaerte,thisdocumentarychoosestoclothethenuditybeyondtheskinweinhabit.",2017,,100,documentation,BR,,tt6795136,7,694,3.27,7.2
ts106612,ChickenSoupfortheSoul'sBeingDad,SHOW,,2018,TV-PG,40,reality,,1,tt8908110,,,,
tm369433,Awe!,MOVIE,"‘Awe’chartsthejourneyofamotleyofcharactersthathavenothingtodowitheachotherbutareyetconnectedbyasingle,fragilestring.Whoarethesepeopleandwhatabouttheirlivesconnectthemtoeachotheriswhatthefilmisallabout.",2018,,115,"romance,drama,fantasy,horror,scifi,thriller",IN,,tt7797658,7.7,5054,1.739,7
tm435144,NotesfromDunblane:LessonsfromaSchoolShooting,MOVIE,"Inthewakeofthe2012SandyHookElementarySchoolmassacrethattookthelivesof20firstgradersandtheirteachers,localclergymenFatherBobWeissreceivesaletterfromafellowpriestinDunblane,Scotland,whosecommunitysufferedaneerilysimilarfatein1996.FromacrosstheAtlantic,thetwopriestsforgeapoignantbondthroughthesharedexperienceoftraumaandhealing.",2018,,23,documentation,US,,,,,3.23,6.1
tm437159,ReMastered:WhoShottheSheriff,MOVIE,"In1976,reggaeiconBobMarleysurvivedanassassinationattemptasrivalpoliticalgroupsbattledinJamaica.Butwhoexactlywasresponsible?",2018,,57,"documentation,crime,history,music",US,,tt9118620,6.9,1430,2.782,6.9
tm414595,Period.EndofSentence.,MOVIE,"Inanefforttoimprovefemininehygiene,amachinethatcreateslow-costbiodegradablesanitarypadsisinstalledinaruralvillageinNorthernIndia.Usingthemachine,agroupoflocalwomenisemployedtoproduceandsellpads,offeringthemnewfoundindependenceandhelpingtodestigmatizemenstruationforall.",2018,,26,documentation,US,,,,,6.812,8
tm459527,GoodGame:TheBeginning,MOVIE,NewhighschoolgradandavidgamerCenkisrecruitedtoanintenseesportsteamthattrainsforatournamentwithalife-changingprize.,2018,PG-13,104,"comedy,drama,sport",TR,,tt8510324,4.4,1841,2.629,2.4
tm444564,TattooofRevenge,MOVIE,"Aftersufferingaviolentincident,awomandecidestobecomeavigilante,defendingeverywomanwhohassufferedfromphysicalorpsychologicalabuse.",2018,R,150,"comedy,romance,thriller",MX,,tt8276106,4.9,117,2.844,5
tm446574,LoveJacked,MOVIE,"Maya,aheadstrong28-year-oldwithartisticambitions–astrongcontrasttowhatherfatherEdwants:adutifuldaughtertorunthefamilystore.EdisshockedwhenMayatakesherassertionsofindependenceastepfurtheranddecidestotraveltoAfricaforinspirationandreturnswithafiancéwhoisnotquitewhatheseems.",2018,PG-13,100,"comedy,romance","ZA,US,CA",,tt4329242,5.8,2215,6.833,6.1
tm356684,Animas,MOVIE,"AbrahamandhisfemalefriendÁlexhaveacloserelationship;theysharebothsecretsandfears.WhenAbrahamstartsgoingoutwithAnchi,hebeginstodistancehimselffromÁlex,whograduallydivesintoalivinghellwheresheencountersstrangeapparitions,nightmarishvisionsandextremesituations.",2018,,83,"thriller,horror,animation,drama,european","ES,BE",,tt9620806,,,9.733,4.9
tm858471,TheBridge,MOVIE,"Obadare,aYorubaprinceandStella,ayoungladyfromadistinguishedIgbofamilyareacouplewhoserelationshipisthreatenedbytribalprejudiceandparentalplansforeach'slife.Whenthecouplesecretlywedsagainsttheirparents'wishes,theconsequenceshakestheveryfoundationandsustenanceofbothfamilies.",2017,,115,"drama,romance",CA,,tt8193396,5.6,38,0.6,
tm430090,TheLastRunaway,MOVIE,FormerColonelFernandezisappointedMinisteroftheNationalAnti-DrugAgency(SENAD)andpurgesthespecialforcestofightthefirstofmanybattlesagainstdrugtraffickingontheborderofParaguayandArgentina.,2018,,107,"crime,drama,action",PY,,tt7606620,5.9,727,19.794,7.1
tm351181,TurkishDanceSchool,MOVIE,"Selimayoungdoctorinsearchofthe100thpatienttofinishhisthesiscomesacrossabeautifulyounggirl,Ayselwhohastriedtocommitasuicide.Asapossiblecure,dancebecometheirmainfocusandbycoincidencetheyfindthemselvesattendingcompetitionsundertheguidanceofSengülDanceSchool.",2017,PG-13,106,"comedy,drama",TR,,tt7533878,5.6,2202,4.629,5.5
tm504329,BiggerThanAfrica,MOVIE,"WhentheslaveboatsdockedintheAmericas,CubaandtheCaribbean,hundredsofculturesandreligionscamewiththeAfricansbutonlyonesurvivedtheplantations.Todate,themostpronouncedAfricanCultureoftheDiasporasremainsthecultureoftheYoruba.FromBraziltoTrinidad,theUnitedStatestoCuba,HaitiandtheentireCaribbean,thisWestAfricanculturedominatesallotherCulturesofAfricaandcouldbesaidtohavesurvivedtheplantationsforhundredsofyears.BiggerThanAfricafollowsthetrans-AtlanticslavetraderoutefromWestAfricatosixdifferentcountries--USA,Nigeria,Brazil,RepublicofBenin,TrinidadandTobagoandCuba--toexploreandfindreasonsforthesurvivalofthisparticularWestAfricanCulture.",2018,,87,documentation,"US,NG",,tt8110440,7,31,1.156,
tm431081,Lionheart,MOVIE,"Inordertosaveherfather'sailingbuscompany,competentbutperenniallyoverlookedAdaezemustfindawaytoworkalongsidefecklessuncleGodswill.",2018,,95,"drama,comedy",NG,,tt7707314,5.6,1458,2.971,6
tm446987,RussellBrand:Re:Birth,MOVIE,Russellruminatesonthestateoftheworldandreflectshowlifehaschangedsincehebecameafather.,2018,,63,comedy,GB,,tt9349942,6.5,1221,1.242,6.6
tm375547,Elclubdelosbuenosinfieles,MOVIE,"Fourchildhoodfriends,allmarriedwithnopassionleft,gettogetherinahighschoolreuniondinner.Betweenlaughsanddrinks,theyallagreethattheylovetheirwivesbutnolongerdesirethem.Togethertheyhatchanillogicalproject:asecretclubformenwhowanttocheat,sothattheythemselvescanregainlustfortheirwives.",2018,,90,"comedy,european",ES,,tt3398808,5.5,664,3.669,5.1
tm348175,JeffDunham:RelativeDisaster,MOVIE,"VentriloquistJeffDunhambringshisrude,crudeandslightlydementedposseofpuppetstoIrelandforagleefulskeweringoffamilyandpolitics.",2017,,70,comedy,IE,,tt7364706,6.4,1274,3.065,6.7
tm351720,TheMostAssassinatedWomanintheWorld,MOVIE,"SetagainstthebackdropoftheinfamousTheatreGrandGuignolthestoryrevolvesaroundiconicactressPaulaMaxa-themostfamousoftheGrandGuignol'sleadingladiesandthetitularMostAssassinatedWoman,whowasgraphicallyslainonstagemultipletimesaday.",2018,,102,"thriller,drama,european","US,BE,GB",,tt6186696,5.3,1092,4.162,5.2
tm492277,Semesta,MOVIE,"ThroughthelensoffaithsandculturesinsevenprovincesinIndonesia,thisdocumentaryfollowsindividualswhostrivetoaddressclimatechange.",2018,,88,documentation,ID,,tt9097372,7.3,111,1.759,8
tm461349,StarsintheSky:AHuntingStory,MOVIE,"ThisdocumentaryfocusesonthelivesofAmericanhunters,presentedasanhonestexplorationofthecontroversies,emotions,andtraditionsinherenttothismostprimalhumanactivity.",2018,,69,documentation,US,,tt10078502,7.2,343,1.837,5.5
tm425748,CookOff,MOVIE,AZimbabweansinglemother'slifeisturnedupsidedownwhenhersonentersherintoarealityTVcookingcompetition.,2017,PG,116,"romance,comedy",ZW,,tt7981318,6,354,1.537,6.1
tm411257,KevinJames:NeverDon'tGiveUp,MOVIE,"KevinJamesmakeshislong-awaitedreturntostand-upinthisfamily-friendlyspecial,dishingonfatherhood,fans,hisdisdainforallergiesandmore.",2018,PG,62,comedy,US,,tt8324578,6.2,1468,3.783,6.3
tm403197,HeavenWithoutPeople,MOVIE,"Josephine,thematriarchofasprawlingfamily,isdelightedtogathereveryoneforEasterlunchforthefirsttimeintwoyears.Whiletheyallshareajoyfulmeal,anincidentignitesunderlyingtensionsbetweenthefamilymembersandleadsthemgraduallyintochaos.",2017,,91,drama,LB,,tt7583280,7.6,1253,1.401,7
tm368729,MyBirthdaySong,MOVIE,"RajivKaul,asuccessfulad-filmmaker,iscelebratinghis40thbirthday.Everythingisasalways:friends,food,wine,music.Theonlythingdifferentistheabsenceofhiswifeandkidsandthepresenceofabeautifulstranger,Sandy.Whoisshe?Whydoesshestareathim?Dotheyknoweachotherfrombefore?AdangerousliaisonensuesandthrowsRajiv’slifeupsidedown.NothingiswhatitseemsandthereisnoonewhoRajivcantrust.Neitherhiswifenorhisbestfriend,butmostdangerously,notevenhimself.CanRajivundothepastandsavehimselffromtheimpendingdoom?Aseriesoftwistedeventsblursthefinelinebetweenpast,presentandfuture.Betweenwhat’srealandwhatmaynotbe…",2018,,95,thriller,IN,,tt4907094,5.6,282,0.712,5.5
tm138667,Taramani,MOVIE,"Anorthodoxyoungsterandafree-spiritedladyfallinlove,onlytounderstandthattheyaredifferentinallaspectsoflife.Howdotheyrealisetheircomplexrequirementsandmistakes?",2017,,150,"drama,romance",IN,,tt4328934,7.5,1639,2.616,6.6
tm314272,Love.com,MOVIE,It'salovestorybetweenafashionbloggerandavideogameblogger.Thebeautyandthenerd.,2017,,92,"romance,comedy",BR,,tt5635808,5.8,757,5.452,6.8
tm436266,BornRacer,MOVIE,"Apowerfulandinspirationalstoryofdedication,danger,fear,andtherare‘will’someofushavetodefyallpersonallimitations.Experiencethefastestmotorsportonearththroughtheeyesoffive-timechampionScottDixonandtheChipGanassiRacingteam.Filmedwithanaccessallareaslens,‘BornRacer’followsthepeoplewhoarepassionateabouttheworldofautoracingandaskswhysomeindividualsfeelcompelledtofacedangerandrisktheirlivesinordertowin.Bothaction-packedandhighly-intimate,itfeaturesanintenseblendofupcloseandpersonalfilmingwithnever-before-seenspectacular,cutting-edgeracingfootagetoexploreasportthatdefinestheverypeoplewhoinhabitit,andpushesthemtotheedgeintheirdesireforsuccess.",2018,R,88,"action,drama,documentation",NZ,,tt6936350,6.1,262,1.917,7.7
tm447750,Aggretsuko:WeWishYouAMetalChristmas,MOVIE,"WhileRetsukodesperatelymakesplansforChristmasEve,hernewobsessionwithseekingvalidationthroughsocialmediaspiralsoutofcontrol.",2018,,22,"animation,comedy",JP,,,,,3.852,7.5
tm432313,Manu,MOVIE,"Therelationshipbetweenapainterandhisadmirerunfoldsasanabstract,twist-filledhide-and-seekgameagainstthebackdropofmurderandrevenge.",2018,,182,"thriller,romance",IN,,tt6615648,7.6,1081,1.4,7
tm433215,ExesBaggage,MOVIE,"Afterachanceencounter,PiaandNixinstantlyhititoff.Naturalconversationseventuallydevelopintodeepattraction.Despitetheirwoundsfrompreviousrelationships,bothdecidetotakeachanceoneachother.Butwhentheirloveblossomsintoarelationship,theirdifferenceswilltesttheirloveandwillmakethemquestion:Aretheyreadyforlovewhenthey'restillcarryingbaggagefromtheirpast?",2018,,104,"drama,romance",PH,,tt8835552,6.4,269,2.271,8.2
tm408781,TeefainTrouble,MOVIE,TeefagoestoPolandtogetAnyatoPakistantomarryButtgangster'ssonbutlandsupintroublewithAnya'sgangsterfatherandthePolishpolice.,2018,PG-13,155,"drama,comedy,action,crime,romance",PK,,tt8043306,7,3659,3.176,7.6
tm429186,UpAmongtheStars,MOVIE,"Víctorisafilmdirectorwhoisovercomebyhisownmisfortunes.Heisanalcoholic,unemployedandterriblydepressed,largelybecauseofthedeathofhiswife.However,Victorisstillthebestinonething:tellingfantasticstoriestohisnine-year-oldson,Ingmar.Thesestoriesareeachofthescriptshedreamsofdirectinginthefuture,whenhegathersallthenecessaryresources.VictorandIngmarshareapresentfullofsadnessandprecariousness,butalsofullofrobotsandlocationsoffilmstheyhaveseentogether.Despiteformingagreatteam,theirproblemswillmultiplywhenothersbegintoquestiontheirroleasafather.",2018,,86,"drama,european",ES,,tt6984530,6.2,498,4.367,5.6
tm459024,FoodontheGo,MOVIE,ThediasporaofmillionsofItalianemigrantsmarkedastrongnutritionalinfluenceofthisnationontheAmericancontinent.ThedocumentarycollectsthesimilaritiesanddifferencesbetweenthedishesadaptedtotheAmericantasteandhisnativeItaly.,2017,,66,"documentation,european","IT,AR",,tt7321504,6.3,215,1.568,6
tm411288,NigerianPrince,MOVIE,"AfterbeingsenttoNigeriaagainsthiswill,astubbornNigerian-AmericanteenagerjoinsforceswithaninternetscammerinordertoreturntotheUnitedStates.",2018,,104,"thriller,drama,crime","NG,US",,tt6851966,5.7,397,2.91,5.4
ts85515,BangkokLoveStories2:Innocence,SHOW,AneclecticgroupofmenandwomenlookingforromanticadventuresinthedazzlingSilomdistrictofBangkok.Ageorprofessionarenotaproblem.,2018,,44,"drama,romance",TH,1,tt10438662,6.6,202,3.473,8.2
ts82500,TreehouseDetectives,SHOW,"Whentheiranimalfriendsneedhelp,brother-and-sisterteamTobyandTeriusethecluesandfollowthefactsto solvemysteriesin theirownbackyard.",2018,TV-Y7,24,animation,,3,tt8591984,7.6,92,1.382,8.5
tm481188,Isoken,MOVIE,"EveryoneintheOsayandefamilyworriesaboutIsoken.She'sbeautiful,successful,andsurroundedbygreatfamilyandfriends,butshe'sstillsingleat34--aseriouscauseforconcerninacultureobsessedwithmarriage.Atheryoungestsister'swedding,theiroverbearingmotherthrustsherintoanorchestratedmatchmakingwiththeultimateEdoman:Osaze.He'shandsome,successful,andfromagoodfamily,whichmakeshimperfectNigerian-husbandmaterial.Butinanunexpectedturnofevents,IsokenmeetsKevinandfallsinlovewithhim,andhejustmightbewhatshetrulywantsinapartner.Theonlyproblem:notonlyishenotanEdoman--heisOyinbo(Caucasian).Isokenisaromanticdramedythatexploresculturalexpectation,racialstereotypes,andthebondsthatunitefamiliesintouching,dramatic,andcomedicways.",2017,,100,"romance,comedy,drama",NG,,tt6685776,6.4,322,2.263,4.7
tm851055,GodCalling,MOVIE,"WhenSade,thecentralcharactersuffersapersonaltragedy,sheistakenonajourneyofself-discoveryandfaithwhichtransformsthelivesallthosearoundher.GodCallingshinesaspotlightonmoderndayspiritualitybyimaginativelyexploringwhatitmightlooklikeforAbrahamorProphetElijahtobeNigerianin2018,andhavetocontendwithdisbeliefaswellasmodern-dayrealitiessuchassmartphones,andsocialmedia.",2018,,120,drama,,,,,,1.81,9
ts83820,TheJudgement,SHOW,"Afteratraumaticincidentatapartymakesheratargetofgossipandderision,ayoungcollegestudenttriestochangeherschool'stoxicculture.",2018,,48,"drama,crime",TH,1,tt8866904,7.1,97,1.429,7.7
tm313472,TheLostBrother,MOVIE,"Cetartiisdrowninginnothingness.Withnojoborpurpose,hespendshisdaysinsidewatchingdocumentariesontelevision,untilonedayheisinformedthathismotherandbrotherweregunneddown.HetravelsfromBuenosAirestoLapachito,adecrepittownintheprovinceofChacoinnorthernArgentinatodealwiththeirbodiesandtogetthelifeinsurancemoney.TherehemeetsDuarte,asortofbossinthetownandafriendofhismother'smurdererwhoalsokidnapspeopleformoney.Cetarti'spathwillleadhimtocommittingillegalactstogethishandsontheinsurancemoneyandtohisinvolvementinDuarte'sdarkdealings,leadingtoanabsurdandunexpectedoutcome.",2017,R,112,"thriller,crime,drama,european",AR,,tt6522634,6.5,1710,4.703,6.9
tm430057,WeaponofChoice,MOVIE,"""Theyneverfail.""TheGlockpistolhasbeenfetishisedinfilmsandthearts,andisaregulartopsellerintheinternationalarmsmarket.Forthefirsttime,thefilmmakingduoFritzOfnerandEvaHausbergertellthestoryoftheriseoftheGlock:AnAustriandesignthatbecamethemostsought-afterserviceandmurderweaponworldwide.Tracingthewebofpower,money,violenceandpolitics,thefilmmasterfullyportraysthedarksidesofglobalisationandnotleastanAustriantaleofwillfulignorance.",2018,,90,"documentation,european","AT,IQ,US",,tt7683350,4.8,162,1.283,5.2
tm316744,LucasBrothers:OnDrugs,MOVIE,"DeadpantwincomicsKeithandKennyLucastakethestageinBrooklynwithasetthattouchesondrugs,race,DeionSanders,teachersandO.J.Simpson.",2017,,49,comedy,US,,tt6218048,5.7,837,2.445,5.2
tm361312,AStoryBotsChristmas,MOVIE,"WhenBomistakenlythinksthatherfriendsdon'tlikehergifts,sheheadstotheNorthPoletoaskSantaforhelpmakingbetterpresents.ShelearnsalongthewaythatChristmasisaboutfarmorethanjustthetoys.",2017,,25,"animation,comedy,family,fantasy",US,,tt7018722,5.8,160,3.828,6.2
ts84372,YGFutureStrategyOffice,SHOW,"KpopstarSeungri,BIGBANGyoungestmember,triestoleadateamofblumbingstaffatYG'sFutureStrategyOfficeinthismockumentarysitcom.",2018,TV-MA,26,comedy,KR,1,tt8129694,6.7,209,2.519,7.1
tm407349,TheBirthReborn2,MOVIE,,2018,PG,91,documentation,BR,,tt16114198,6.6,5,1.4,5.8
tm327951,TheDoll2,MOVIE,Acouplewhodevastatedafterlosingtheironlychildresortintoobsessiveactthatcandangerouslythreateningtheirownlife.,2017,,116,"horror,thriller",ID,,tt6409782,5.1,550,5.769,5.6
tm447261,FreeRein:TheTwelveNeighsofChristmas,MOVIE,"AsBrightFieldsprepsforitsMistletoeBall,abrokenornamentleadsZoetoafamilysecret,whileGabyfindsherselfatthemercyofnewbossMia.",2018,,58,"drama,comedy,family",US,,tt9315418,6.6,5637,10.23,6.9
tm321149,Fishtronaut:TheMovie,MOVIE,"Fishtronaut,MarinaandZeektraveltothebigcityinsearchofGrandpa,onlytofindthateveryoneelsehasmysteriouslyvanishedtoo.",2018,G,88,"animation,action,family",BR,,tt7804254,7.5,73,6.934,8
tm684591,FreejAlTaibeen,MOVIE,"Localrivalsgearuptocompeteinatraditionalgamethatteststheirphysicalstrengthandendurance,butcomplicationsdisrupttheirtraining.",2018,PG-13,100,"comedy,sport",AE,,tt10078900,5.8,9,0.644,2
tm360618,TheTrader,MOVIE,"AtravelingtraderprovidesawindowintorurallifeintheRepublicofGeorgia,wherepotatoesarecurrencyandambitioniscrushedbypoverty.",2018,,23,documentation,GE,,tt10455716,,,7.621,6.7
tm197806,ForHereortoGo?,MOVIE,AnaspiringIndiantechentrepreneurintheSiliconValleyfindshimselfunexpectedlybattlingthebizarreAmericanimmigrationsystemtokeephisdreamaliveorpreparetoreturnhomeforever.,2017,,105,"comedy,drama",US,,tt4157510,6.7,628,1.398,7
tm404449,Ayotzinapa:TheTurtle'sPace,MOVIE,Afilmaboutthe43studentsfromAyotzinapawhodisappeared.,2018,,80,documentation,MX,,tt8219520,7.4,206,1.302,6.6
tm352865,RodneyCarrington:HereComestheTruth,MOVIE,"RaunchycountrycomicandmusicianRodneyCarringtonjokesandsingsaboutlifeinhis40s,pokingfunatsex,relationshipsandgainingweight.",2017,,66,"comedy,documentation",XX,,tt7582798,4.5,164,1.615,5.1
tm412515,CoffeeforAll,MOVIE,"Justas""theflutteringofthewingsofabutterflycanbefeltontheothersideoftheworld""(accordingtotheChineseproverb)acoffeeofferedinNaplescanbefeltinBuenosAiresandreplicatedinNewYork.Inthebarsofthreedifferentcitiesoftheworld,thecamerawillrecordthe""firstflutter""ofacoffeecupofferedtoacustomer.",2017,,69,"documentation,european","AR,IT",,tt6721132,5.6,398,1.902,5.8
tm415938,NoOneWillEverKnow,MOVIE,"""NoOneWillEverKnow""-Ananodyneenvironmentandaperenniallackofaffection,pushLuciaandBrauliototurninthefictionworld;tomaterializetheirdreams.Neitherinclementrealitycanstopthem.",2018,,102,drama,MX,,tt8251336,6.2,135,1.751,5.7
tm364417,Fanatyk,MOVIE,"Asasondealswithhisownstruggles,hemustcalmhisfather'sobsessionwithfishingbeforehisoutlandishbehaviorruinstheentirefamily.",2017,,33,"drama,comedy",PL,,,,,2.157,6.7
