id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm449262,AscharyaFuckIt,MOVIE,"DesireandgreedintertwinesthelivesofaBollywoodstar,hischauffeur,aprostituteandherpimpinanunlikelylovestory.",2018,,90,"thriller,drama,romance",IN,,tt6531196,5.1,914,3.2,5.2
ts76159,SuperMonsters,SHOW,Preschoolkidswhoseparentsaretheworld'smostfamousmonsterstrytomastertheirspecialpowerswhilepreparingforkindergarten.,2017,TV-Y,13,"animation,comedy,family,horror",CA,3,tt10370958,6.2,417,8.924,7.6
tm412489,DearSon,MOVIE,ExtremismslicesthroughaTunisianfamilywiththerealizationthattheirteenagesonhasbecomeanISISfighter.,2018,,100,drama,"FR,QA,TN,BE",,tt7537960,6.5,405,1.762,6.3
tm407318,SofíaNiñodeRivera:NaturalSelection,MOVIE,"IfitwereuptothisMexicancomedian,marriageproposalswouldoccurinthemiddleofacouple'sbiggestargument.",2018,,62,comedy,MX,,tt7607378,6.9,241,1.151,6.2
tm429382,NappilyEverAfter,MOVIE,"Afteranaccidentatthehairsalon,Violetrealizesshe'snotlivinglifetothefullest.Asoulfulbarberhelpsherputthepiecesbacktogether.",2018,NC-17,98,"comedy,romance,drama",US,,tt0365545,6.4,9224,11.48,7.2
tm321073,Judwaa2,MOVIE,"Separatedatbirthandpeculiarlyconnectedviatheirreflexes,twinsPremandRajaarereunitedwitheachotherastheysetouttotakedowntheundergroundsmugglingworld.",2017,,150,"action,comedy,romance",IN,,tt5456546,3.6,10740,5.689,5.8
tm353627,ChristinaP:MotherInferior,MOVIE,"ChristinaPazsitzkyhitsSeattlewithabitingdoseofreality,tellingtruthsaboutherchildhood,gettingolderandthehorrorsofgivingbirth.",2017,,59,comedy,US,,tt7057376,6.4,1001,1.906,6.1
ts58480,AriShaffir:DoubleNegative,SHOW,"Wryyetthoughtful,comedianAriShaffirbringshisedgyhumortotwofast-pacedstand-upspecialsaboutchildrenandadulthood.",2017,,47,comedy,US,1,,,,1.739,6.2
tm411313,ForgiveUsOurDebts,MOVIE,"Threatenedbycreditors,anewlyunemployedmanagreestoworkforadebtcollector,butsoondiscovershisdealwiththedevilhasunexpectedcosts.",2018,,104,"drama,european","PL,CH,AL,IT",,tt6679412,6.2,1604,5.855,6.1
tm367264,Milada,MOVIE,"Thestoryofcommunistshow-trialvictimMiladaHoráková.HorákováwasoneofthefirstvictimsofthecommunistregimeinCzechoslovakia.Sheopposedthecommunistcoupin1948butdidnotleavethecountry.Shewasarrestedandtriedfortreasononfabricatedchargesinashowtrialthatwasbroadcastontheradioandshowninfilmclips.Thefilmfocusesonthetimefrom1945to1950whenthecommuniststookover,butalsogoesbackalittlefurtherinHoráková'slifeintothelate1930s",2017,,130,"drama,history,european","CZ,US",,tt4554212,6.3,1331,8.556,7
ts79988,LostSong,SHOW,"Rin,anenergeticgirlwholovestoeat,livesinaverdantfrontiervillage.

Deepwithintheroyalpalaceinthebustlingcapitalcity,thesongstressFinisspendsherdaysinsolitude.

Bothshareaspecialpowernootherpersonhas.Amiraculouspowerthatcanhealwounds,createwaterandstirthewind--thepowerofsong.Guidedbydestiny,thetwoyoungwomeneachfaceanarduousjourneywiththepowerofsong.

Theshadowofwarloomsoverthekingdom,taintingeventhemiraculoussongswiththebloodofinnocents.

Lovedonesmeettheirdeathsassilentscreamsechothroughastoneprison.Astwodestiniesintersect,willthefinalsongbeoneofdespair,hopeor...?",2018,TV-14,24,"animation,action,scifi,drama,fantasy,music,romance",JP,1,tt7211600,7,375,4.07,8.2
ts86302,CheckTheStoreNextDoor,SHOW,"Whenaformershopownergrowsboredofretirement,hebuysafishpondandmanagesthenewhijinksinhislifewithastaffofquirkyemployees.",2018,TV-14,30,"comedy,drama",ID,2,tt9545904,7.7,138,2.671,6.2
ts83710,FirstandLast,SHOW,Takeanintimatelookattheemotionallychargedfirstandlastdaysofnewandsoon-to-bereleasedinmatesatGeorgia'sGwinnettCountyJail.,2018,TV-MA,41,documentation,US,1,tt8893502,6.7,423,4.425,7.7
ts55576,BuddyThunderstruck,SHOW,"Followtheoutrageous,high-octaneadventuresofBuddyThunderstruck,atruck-racingdogwhobringsgutsandgoodtimestothetownofGreasepit.",2017,TV-Y7,23,"comedy,family,sport,animation,action",US,2,tt6591468,7.7,495,3.267,8.4
ts84330,OhMyGhost,SHOW,"JiewisamodestgirlwhoworksatarestaurantwashingdishesandisinlovewithArtit,thechef.Shehuddlesinacrampedlittleroom,doesn'tsleepatnight,andisalwayslateforwork.Butshehasabigsecret:sheseesghosts.AndKhaopun,avirginghostwhodoesn'tunderstandwhyhersoulcan'tgotoheaven,doesn'tleaveJiewalone.Khaopunissurethatonlylosinghervirginitywillhelphertoascendtoheaven,andthereforesheusesJiew'sbodytoseduceArtitandachievewhatshewants.",2018,,68,drama,TH,1,,,,2.139,8.2
tm334949,RightHereRightNow,MOVIE,"Hamburg,St.Pauli,NewYear'sEve.OskarWrobelrunsamusicclubinanoldhospitalattheedgeoftheReeperbahn.WhilefireworksgooffinthestreetsofSt.Pauli,hepreparesthebigfinalparty-theclubhastoclose.Thankfullythereisnotimetothinkaboutitbecausethechaosisbreakingintohislivingroom,allwhilehellbreaklooseattheclub.Thefilm,basedonthenovelbyTinoHanekamp,wasfilmedwithhundredsofextrasattendingareal-lifethree-night-longparty.",2018,,89,"drama,comedy,music,european",DE,,tt7390118,5.4,311,2.13,4.2
ts222363,Monkart,SHOW,JinandhisdragonmonsterDrakasetoutonaracingadventureandtrytosavethekingdomfromevilforces.,2017,TV-Y7,12,,KR,1,,,,0.682,
ts77011,TheManyFacesofIto,SHOW,Ajadedrom-comscreenwriterinher30sminesfourlove-sickwomenfortheirstoriesundertheguiseofprovidingthemwithromanticadvice.,2017,,30,"drama,thriller,romance,comedy",JP,1,tt7134506,6.7,248,4.347,7.5
ts56251,ID-0,SHOW,"I-Machinesarethegeneraltermforrobotsthatoperateinextremeenvironments.WhileAllianceAcademystudentMayaMikuriisinthemiddleofoperatinganI-Machine,shegetsinvolvedinanincidentwithpirates,andendsupservingasacrewmemberonanexcavationcompany'sspaceship.",2017,TV-14,24,"scifi,drama,animation,action",JP,1,tt7161218,6.1,324,3.167,6.3
tm365961,MustangIsland,MOVIE,"AfterhisgirlfrienddumpshimataNewYear'sEveparty,Billandhisfriendsdrivetoanoff-seasonbeachtowntowinherback.",2017,,86,"comedy,drama",US,,tt6589292,6.2,537,2.194,6.2
tm413418,Cycle,MOVIE,"Keshav,anastrologer,deeplyvalueshiscycleasitishismostprizedpossession.However,problemsarisewhenacoupleofthievesstealhisbicycle.",2018,,96,"comedy,drama,animation",IN,,tt6627630,8.1,504,1.363,
ts84644,Westside,SHOW,NinestrugglingmusicianssharethespotlightinthisdeeplypersonalrealityseriesaboutthechallengesandthrillsofstagingaHollywoodshowcase.,2018,TV-MA,50,reality,US,1,tt8693758,6.1,166,0.6,4
tm370440,Paradox,MOVIE,Aloudpoem.Awhimsicalwesterntaleofmusicandlove.,2018,,73,"western,fantasy,music",US,,tt7949046,3.9,713,5.157,3.6
tm328052,Sparring,MOVIE,"SteveLandry,anagingboxerwithmorelossesthanwins,acceptstobecomeasparringpartnerforanemergingchampioninalast-ditchattempttostayrelevant.",2017,,95,"drama,action,sport,european",FR,,tt7222552,6.4,627,4.202,5.8
tm359975,TheChase,MOVIE,"Afterpeopleinhistownstartturningupdead,agrumpylandlordisvisitedbyamanwhorecountsanunsolvedserialmurdercasefrom30yearsagothatmayholdthecluetowhatishappeningnow.",2017,,110,"thriller,crime,drama",KR,,tt8088944,6.6,3020,8.707,6.8
ts95274,AgeofTanks,SHOW,"Thehistoryofthepowerfulweapononland,thetank.Coversitsentirehistory,frompaperdesignsoftheearly-1900stothebeastsofthepresentday.",2017,TV-PG,54,"documentation,history",FR,1,tt8107992,7.3,900,2.108,6.7
tm348467,Invisible,MOVIE,"Elyis17yearsold.Afterschool,sheworksfewhoursatapetshop.WhenElylearnsthatsheispregnant,herinnerworldexplodeseventhoughshetriestogoonwithherdailyroutineasifnothingwasdifferent.Sheisafraidandupset,andsheknowsthat,whatevershedecidestodo,thereisnoturningback.",2017,,87,drama,"AR,FR",,tt6596630,6,779,11.565,5.8
ts101883,RegimentDiaries,SHOW,"TheIndianarmyisafamilyofseveralregiments,eachofwhomhavetheirownhistory,identity,andglorioustraditions.RegimentDiariesisataleoftheIndianArmy-alivingchronicleofevents-toldbytheverymenwhofollowtheillustriousfeatsoftheirpredecessors.",2018,TV-PG,42,documentation,,2,tt9642576,8.6,84,1.111,
tm326270,TiffanyHaddish:SheReady!FromtheHoodtoHollywood!,MOVIE,"Inherfirststand-upspecialfilmedattheNateHoldenPerformingArtsCenter,LosAngelesnativeandrisingstarTiffanyHaddishtacklessubjectsrangingfromherearlydaysinfostercareandbeingbulliedontheplaygroundtogettingrevengeonex-boyfriendsandintroducingWillandJadaPinkettSmithtoGroupon.",2017,,65,"comedy,documentation",US,,tt9238720,6.7,536,2.545,7.4
tm429567,PartyMonster:ScratchingtheSurface,MOVIE,"Intheprobingdocumentary""PartyMonster,""DJFingablastinvestigateswhatbecameofhischildhoodhero,DJSlizzard.",2018,PG-13,33,comedy,US,,,,,1.35,6.9
tm413129,Goyo:TheBoyGeneral,MOVIE,"Withthisfilm(thesecondwartrilogysetduringtheFilipino-Americanwarintheearly1900s),therevolutionmarchesonagainsttheAmericansafterthebloodydeathofGeneralAntonioLuna.TheconflictedphilosophiesbehindtheheroicstrugglecontinueandbecomepersonifiedinthecolorfulcharacterofGeneralGregorio""Goyo""delPilar.",2018,,155,"action,war,history",PH,,tt8443480,6.7,799,3.961,7
tm444821,5StarChristmas,MOVIE,"WhentheItalianPremierandhiscompanionfindadeadbodyinhishotelsuite,whileonatriptoHungary,theyfindthemselvesembroiledinaseriesofcomedicsituationsastheytrytoavoidascandal.",2018,,92,"comedy,european",IT,,tt8775056,4.5,775,8.805,4.2
tm443537,Ani...Dr.KashinathGhanekar,MOVIE,"ThetruestoryofthefirstMarathisuperstarKashinathGhanekar,chroniclinghisstrugglesandhardshipsinmarriageandlifetopursuehispassionforactingandattaintheunmatchedheightsofstardominMarathitheatreandcinema.",2018,,159,drama,IN,,tt8784906,8.4,1087,1.398,
tm435487,Suzzanna:BuriedAlive,MOVIE,Satria'semployeesintendtorobhishousewhenheisoutofthecountrybuttheirrobberyturnsintomurderwhentheyfindSuzzannainthehouseastheyburyherbodyinthebackyard.,2018,,125,"drama,comedy,horror,thriller",ID,,tt9044128,5.5,914,6.96,5.7
tm422715,Stree,MOVIE,"SetinthetownofChanderi,StreeisbasedontheurbanlegendofNaleBathatwentviralinKarnatakainthe1990s,andfeaturesShraddhaKapoorandRajkummarRaoinpivotalroles.",2018,,128,"horror,comedy",IN,,tt8108202,7.5,33455,6.009,7
tm558730,AChampionHeart,MOVIE,"Atroubledgirlfindsfaith,hope,andhealingthrougharelationshipwithawoundedhorse.",2018,G,90,family,US,,tt4738912,5.9,406,3.756,8.2
tm283322,BurningSands,MOVIE,"DeepintoHellWeek,afavoredpledgeeistornbetweenhonoringhiscodeofsilenceorstandingupagainsttheintensifyingviolenceofundergroundhazing.",2017,,105,"drama,thriller,action",US,,tt5826432,6,2854,9.374,5.8
tm356666,JudahFriedlander:AmericaIstheGreatestCountryintheUnitedStates,MOVIE,"Deadpancomicandself-proclaimedworldchampionJudahFriedlanderperformsoverseveralnightsinNewYork,explainingwhyAmericaisNo.1.",2017,R,84,"comedy,documentation",US,,tt7582890,7.8,1447,2.281,7.4
tm285329,Takethe10,MOVIE,"Adayinthelifeoftwobestfriends,adrugdealer,andastoremanagercollideatahip-hopconcertintheInlandEmpire.",2017,,80,comedy,US,,tt5792472,4.7,3159,8.599,5.2
tm422359,Aurora,MOVIE,ThepassengershipAuroramysteriouslycollidesintotherockyseathreateninganentireisland.Ayoungwomanandhersistermustbothsurvivebyfindingthemissingdeadforabounty.,2018,,110,"horror,thriller",PH,,tt8821182,4.3,608,2.304,4.9
tm357708,TheBros,MOVIE,"Reunitedintheirhometownfortheirfather'sfuneral,twoself-interestedbrothersmeetapeculiarwomanwhosharesahugesecretabouttheirfamily.",2017,,102,"comedy,fantasy",KR,,tt7967580,6.1,664,4.403,6.5
tm311902,JimNorton:MouthfulofShame,MOVIE,"Fedoras,mom'sunderpants,andpuppyloveallmakeJimNorton'ss**tlistin'MouthfulofShame'.",2017,,61,comedy,US,,tt6664120,7,1328,2.513,6.9
tm244310,MerkuThodarchiMalai,MOVIE,"LivingonthebordersofKeralaandTamilNadu,Rangasamy,alaborerjustlikehisfellowsonsofsoilstoils,hard-workingatthespiceplantationsownedbylandlords.Helivesahappylifeandwishestoownapieceoflandandearnalivingthroughfarming.Afteryearsofstruggle,hisdreamfinallycomestruewhenChaako,alocalpoliticianhelpshimbuytheland,however,hesoonfacestougherchallengesashehastodealwithcorruptandwealthypoliticians.",2018,,122,drama,IN,,tt7794052,8.6,1818,2.158,7.4
tm247631,ClairObscur,MOVIE,"Şehnaz,ayoungfemalepsychiatristfromIstanbul,startsmandatorydutyinaprovincialtown.Backinthecity,shemaintainsamarriagethatlooksflawlessontheoutside.Elmas,ayoungwomanonthevergeofbreakdown,opensanewpathinher.",2017,,100,"drama,european",TR,,tt4373956,6.5,2468,2.392,6
ts81485,PonysittersClub,SHOW,Ayounghorseenthusiastteamsupwithherbestfriendstorescueandrehabilitateanimalsonherfamily'sbelovedranch.,2018,TV-Y,23,family,US,2,tt7692572,5.6,117,1.96,8.5
tm366025,BlancheGardin:ITalktoMyself,MOVIE,"Touchingonbulimia,deathandcatsodomy,thisFrenchactressandcomedianiskeentopushtheenvelopeinaone-womanshowwithunderstatedflair.",2017,,88,"comedy,european",FR,,tt9182404,7.9,136,4.527,7.8
tm428597,BeingNapoleon,MOVIE,"Asover6,000immaculatelydressedmilitaryre-enactors,menandwomen,gatherforthe200thanniversaryoftheepicBattleofWaterloo,someofthemrepresentingrealindividualsfromthetime,whether‘humblefoot-soldiers’,‘officers’orthegreat‘MarshalNey.’whoisunfortunatelylessadaptathorsemanshipthantheoriginal,therealbattleistakingplaceelsewhere:AmericanMarkSchneider,consideredthebestNapoleoninthebusiness,vs.FrenchmanFrankSamson,uniform-makerextraordinaire,astowhowillbeEmperorontheday.TherewasonlyoneNapoleon,therecanbeonlyoneNapoleon,buttheBelgiansareincharge,unrestisgrowingintheranks,thereisanoutstandingprisonsentencetobeserved,anunpaidbillforparkingtowhichthe‘EmpressJosephine’alsohassomethingtosay,andastowhomeetstheirWaterloofirst,you’lljusthavetowatch.",2018,,88,documentation,US,,tt8841814,5.5,125,2.028,6
tm352033,TheMilkSystem,MOVIE,"MilkisBigBusiness.Behindtheinnocentappearancesofthewhitestuffliesamulti-billioneuroindustry,whichperhapsisn'tsoinnocent…",2018,,90,"documentation,european","DE,IT",,tt7274546,7,532,1.613,6.6
tm323602,ThePriceofSuccess,MOVIE,Acomedian'srelationshipwithhisfamilycrumbleswhenhiscareerbeginstotakeoff.,2017,,92,"drama,comedy,european",FR,,tt6194540,5.7,367,4.427,5.9
tm416121,Kuntilanak,MOVIE,"Agroupofkidsagreetoexploreanabandonhouseinordertowinarealityshowcontest,whichrequiresthemtoprovethatthestoriesoftheevilKuntilanakarereal.Theysoondiscoverthattheghostisverymuchrealwhenitappearsfromanoldmirrorandstartshauntingthem.",2018,,105,"horror,comedy,family",ID,,tt8512746,4.6,672,5.319,6.2
tm430281,Dhh,MOVIE,"Convincedonlyamiraclecansavethemfromfailingschoolexams,atriooffriendsseekhelpfromamagician.Totheirsurprise,hegamelycomplies.",2018,R,126,"drama,family",IN,,tt7613166,7.8,346,1.533,9
ts80692,REA(L)OVE,SHOW,"Agroupofmenandwomen,eachburdenedwithadarksecret,lookforloveinthisdatingshowwithatwist.HostedbyreformedplayboyAtsushiTamura.",2018,TV-MA,42,reality,JP,1,tt8477194,6.5,220,1.091,6.2
tm371622,MalenaPichot:Estupidezcompleja,MOVIE,Thisfunnywomanchampionsfeminismwhileexplainingwhilewalkingdownthestreeteatingabananaisanextremesport.,2018,,50,comedy,AR,,tt7607370,5.7,361,2.657,5.3
tm428483,TheGirlAllergictoWi-Fi,MOVIE,"Norma,atypicalteenagerwhoisalwaysonline,createdajointsocialmediaaccountforherandherboyfriendtomarktheirthirdmonthsary.Shegetsarareillnesscalledelectromagnetichypersensitivity,whichmeansshecan'tbearoundcellphones,tablets,laptops,andWi-Fi.Tohelphercopewithhersyndrome,Normarelocatestoaremoteprovincewithnosignal,forcinghertohavealong-distancerelationshipwithLeo.",2018,,104,"comedy,romance",PH,,tt7619554,6.2,308,3.016,6.9
tm456983,Mauli,MOVIE,Mauliisatoughcopwhoseincontrolwheninuniform.ButabigterrortocriminalswithoutuniformhegetstransferredtoKapurvillagewhichhasnorespectforcopsandit'stempleisclosedsincelast15yearsduetoterrorofNanaLondhe.MaulibeatshismenblackandbluewherehefindsadmireinRenuka.ItssoonreveledthatMauliisasimplemanbuttheactualterrorcopishistwinbrotherwiththesamename.Mauli'sbrotherdieswhiletryingtosaveMaulifromNanaleavingMaulihelplessinthevillageandfacehumiliationinfrontofNana'sterror.,2018,,134,"action,drama",IN,,tt8826936,5.5,365,1.025,5
ts82323,OnChildren,SHOW,"AdaptedfromthenovelbyauthorWuHsiao-Le,theseriesconsistsoffiveindependentstoriesaboutparenting,aswellaschildren'spressuresofgrowingup,whenfacedwiththetragicconsequencesofsocialpressure,parentaloppressionandfamilydysfunction.Eachstoryistoldintwopartsinthisten-partseries.",2018,,98,"drama,family,scifi",TW,1,tt8507402,7.2,388,2.087,7.8
tm410298,SamouniRoad,MOVIE,"IntheruraloutskirtsofGazaCityasmallcommunityoffarmers,theSamouniextendedfamily,isabouttocelebrateawedding.It'sgoingtobethefirstcelebrationsincethelatestwar.Amal,Fuad,theirbrothersandcousinshavelosttheirparents,theirhousesandtheirolivetrees.Theneighborhoodwheretheyliveisbeingrebuilt.Astheyreplanttreesandplowfields,theyfacetheirmostdifficulttask:piecingtogethertheirownmemory.Throughtheseyoungsurvivors'recollections,SamouniRoadconveysadeep,multifacetedportraitofafamilybefore,duringandafterthetragiceventthatchangeditslifeforever.",2018,,129,"animation,documentation,european","IT,FR",,tt8397524,6.7,180,1.4,7.2
tm464947,ChiefDaddy,MOVIE,"ChiefDaddytellsthestoryofbillionaireindustrialistChiefBeecroft,aflamboyantbenefactortoalargeextendedfamilyofrelatives,householdstaffandassortedmistresses.Chiefliveslarge,likethere’snotomorrow,untilthedayhediessuddenlyandthe‘bullionvan’stops.What’sinhiswillandwhogetsallthatmoney?Whathappensnextwillsurpriseyou,asChiefDaddyhasthelastlaughfrombeyondthegrave.",2018,,98,"drama,comedy",NG,,tt9652322,4.7,283,2.724,5.6
tm319310,CIA:ComradeInAmerica,MOVIE,"AyoungAjiMathewisacommunistwhogoesthewholenineyardsfortheideologieshebelievesin.WhenthegirlhelovesleavestotheUSoutoftheblueandherparentsfixherwedding,Ajiisleftwithjustafortnighttoreachthecountryalbeitwithnopassportorvisa.Howfarheiswillingtogoforloveformstheplot.",2017,,134,"action,romance,drama",IN,,tt5925772,6.4,3088,2.548,6
ts85660,TheSoundofYourHeart:Reboot,SHOW,"Basedonthelongest-runningweb-basedcomicseries""MaEumUiSori""inKorea,""Soundofyourheart""isastoryaboutChoSeok,anaspiringcomicwriter,andhisstrangefamily.",2018,,34,comedy,KR,2,tt7885558,5.9,136,3.961,6.4
tm424898,Bayonet,MOVIE,"Miguel“Bayoneta”GalíndezisaretiredboxerfromTijuanawhofindshimselflivinginacrampedflatinFinland.Ashisfuturebeginstolookup,adesireforredemptiondrawshimbackintothering.",2018,,101,drama,"MX,FI",,tt6472116,5.7,554,3.733,6
tm351201,IntheFamily,MOVIE,"TheneuroticFikretandtavernsingerSolmaz,whose21yearlongrelationshipsendonthesameday,meetthroughafunnycoincidence.WhenSolmaz'sdaughterZeynepdecidestomarryherloverfromAdana,theever-fearfulFikretendsuphavingtoplaytheroleofhislife.Intendedatfirsttobekeptinthefamily,theweddingbecomesamuchbiggereventupontheinsistenceofthegroom'srelatives.CanourheroescometotermswiththetraditionalAdanafamilywhocarrygunsandownakebabrestaurantchain,andseetheweddingthroughwithoutmishaps?",2017,PG-13,124,comedy,TR,,tt7642818,7.7,23542,6.241,6.784
tm429377,BertKreischer:SecretTime,MOVIE,"ComedianBertKreischerisreadytotakehisshirtoffand""partyhardy""withhisdebutNetflixOriginalstand-upspecial,BertKreischer:SecretTime.Consideredoneofthebeststorytellersofhisgeneration,BertregalestheaudienceattheTrocaderoTheatreinPhiladelphiawithstoriesaboutzip-liningwithhisfamily,hisdaughterpracticingsoftballwithanimaginaryball,andupstagingex-NBAplayerRalphSampsonatachildhoodbasketballcamp.",2018,,57,"comedy,documentation",US,,tt8786466,7.3,2330,2.786,7.3
tm299771,GadGoneWild,MOVIE,FrenchcomicGadElmalehregalesaMontrealcrowdwithtalesofawkwardmix-upsandbafflingcustomshe'sencounteredsincemovingtotheU.S.,2017,,57,"comedy,european",FR,,tt6550440,6.9,408,5.985,6.8
tm324806,Counterpunch,MOVIE,"Asboxing'spopularitywanes,threefightersatdifferentstagesoftheircareermakesacrificestopursuetheirdreamsofbecomingchampions.",2017,,91,"documentation,sport",US,,tt7022034,6.7,918,11.366,6.7
tm436171,ElPotro:lomejordelamor,MOVIE,Ayoungmanwithcharismaandmagnetismenterstheatmosphereoftropicalmusicasaromanticsingerandundertakesavertiginousascenttofame.,2018,,122,"drama,music",AR,,tt9426178,5.2,723,3.6,4.8
tm431928,RajmaChawal,MOVIE,"Afatherattemptstoreconnectwithhisestrangedsonthroughsocialmedia,anewworldforhim.",2018,,129,"drama,comedy,family",IN,,tt6747420,5.7,1853,3.305,6.5
ts82705,Cupcake&Dino-GeneralServices,SHOW,Anenterprisingcupcakeandhischeerfuldinosaurbrothertakeonjobsofallsortsastheyworktohelpfriendsandstrangersintheireccentriccity.,2018,TV-Y7,18,"animation,comedy,action,family","CA,BR",2,tt8697554,7.5,694,4.925,8.8
tm363088,RussellHoward:Recalibrate,MOVIE,"Self-deprecatingcomicRussellHowardplowsaheadthroughpolitics,porn,socialmediaandhisownshortcomings.Yethesomehowkeepsitpositive.",2017,,69,comedy,GB,,tt7736664,7.4,1621,3.065,7.9
tm1068348,Deranged,MOVIE,Asubstituteteacherandanobsessivestudentbeginanillicitaffairthatendangerseveryoneinvolvedandblursthelinebetweenpredatorandprey.,2017,,99,thriller,,,tt15057542,3.2,14,0.936,
tm375091,MarlonWayans:Woke-ish,MOVIE,"AnAmericanstand-upcomedyspecialstarringMarlonWayanswhojokesaboutracism,hip-hop,gayrights,andraisingkids.",2018,,68,"comedy,documentation",US,,tt7655590,6.5,1407,5.519,6.3
tm324204,MonsterIsland,MOVIE,"YoungLucasfindsouthe'snotreallyahumanafterhesurprisinglytransformsintoamonsterinfrontofthemostpopularkidsatschool.HissearchforMonsterIslandandhisrealrootstakeshimonafabulouslyscaryjourneythatputshimfacetofacewithmoretentacles,fangsandfar-outsituationsthanhecanshakeoneofhisnewwingsat.",2017,PG,80,"comedy,animation,action,family,fantasy","IN,MX",,tt6269658,4.7,739,9.182,5.6
ts84200,Best.Worst.Weekend.Ever.,SHOW,"TeenagefriendsplananepictriptoComic-Contomeettheiridol,onlytogetcaughtinonehilariouslyawkwardpredicamentafteranother.",2018,TV-PG,24,"comedy,family",US,1,tt7768010,6.3,301,3.665,8
tm370430,Liberated:TheNewSexualRevolution,MOVIE,Adocumentaryabouttoday'syoungadulthookupcultureandthestoriesinpop-culturethatinfluenceit.,2017,,84,documentation,"US,MX",,tt6710214,6,1502,4.198,6.6
tm443034,YourSon,MOVIE,"Jaime,adoctorwholivesinSeville,findshisliferadicallychangedwhenhissonisleftfightingforhislifeafterbeingbeatenupduringarobbery.Thefeelingsofpainandhelplessnesssoonchangetofeelingsofhateandanger,convertingagooddadintoadehumanisedman.",2018,,103,"drama,crime,thriller,action,european",ES,,tt7807026,6.1,4796,10.487,5.7
tm348281,KingdomofUs,MOVIE,"Howdoesatraumaticeventshapeafamily?Howdoyousiftthroughthememoriestofindhiddencluesandunlockacollectivegrief?KingdomofUstakesalookatamotherandhersevenchildren,whosefather'ssuicidelefttheminfinancialruin.Throughhomemoviesandrawmoments,theShanksfamilytravelstherockyroadtowardshope.",2017,,109,"documentation,drama",GB,,tt7321274,6.9,904,2.832,7.2
ts85618,PrinceofPeoria,SHOW,Apranksterprincewhowantstoexperiencelifeasanordinaryteenleaveshiskingdomtoliveincognitowithasinglemomandherstudiousson.,2018,TV-Y7,26,"comedy,family",US,2,tt8001718,5.7,481,9.166,7
tm445153,NjanPrakashan,MOVIE,"Piningforalavishlifeabroad,alazybutlovableguynextdoorcraftsascamtoavoidacareerinnursingandfindawealthyspousetosecureavisa.",2018,G,125,"comedy,drama",IN,,tt8286926,7.6,4405,2.145,6.8
tm407730,Target,MOVIE,"Trappedinanemptybuilding,ninepeopleareforcedtoplayalethalgame.Alltheirmovementswillberecorded,andonlyoneplayercansurvive.",2018,,93,"horror,comedy,thriller",ID,,tt8512320,4,509,1.938,4.1
tm320249,MariaBamford:OldBaby,MOVIE,She'ssavagelyupbeat.Lovablyawkward.Andfullofsurprises.Awildlyfunnytripthroughaone-of-a-kindcomicmind.,2017,,64,"comedy,documentation",US,,tt6264596,6.1,945,2.146,5.3
tm374226,GadElmaleh:AmericanDream,MOVIE,"InhisfirstEnglish-languagespecial,comedianGadElmalehgleefullydigsintoAmerica'sfoodobsessions,datingculture,slang,andmore.",2018,,57,comedy,US,,tt8110630,7.2,1047,5.923,6.8
tm319477,RodneyKing,MOVIE,"25yearsago,fourLAPDofficerswereacquittedinastatecourtforbeatingKing,sparkingthreedaysofriotingthatleft53peopledead.Now,aroundtheanniversary,thisSpikeLee-producedone-manshow(RogerGuenverSmith)willbestreamingonNetflix.Acomplex,semi-tragicfigure,Kingdrownedin2012.Hislifewasrarelysmooth,orsimple–itstellingmakesforasober,movingwatch.",2017,,52,"drama,crime,documentation,comedy,history",US,,tt5601910,5.8,606,3.055,5.2
ts84179,MadeinMexico,SHOW,"TheseMexicoCitysocialitesmayleadopulentlives,butapeekbehindthecurtainrevealsatangledwebofintrigue,envyandpersonalstruggles.",2018,,50,reality,US,1,tt8871764,3.9,759,3.541,7.5
tm518107,AlterEgo,MOVIE,"AlterEgotellsthestoryofAdaIgwe""playedbyOmotolaJalade-Ekeinde""whoisbentonbringingchildmolestersandsexualoffenderstojustice.Butshehasherowndemons,aninsatiabledesireforsexualescapades.",2017,,111,drama,NG,,tt7125822,5.7,58,0.6,
tm245383,TeAta,MOVIE,"TheextraordinarylifeofChickasawNationcitizenMaryThompsonFisherisgivenaheartfelttributeinthismovinglookatacultureintransition,andthewayonewomanusedhervoicetokeepNativetraditionsandstoriesalive.RaisedinIndianTerritory,Fisherlefthometopursueherdreamofbecominganactress,onlytofindthathertruecallingwasathomeallalong.FromChautauquastoBroadwayandeventheWhiteHouse,FishertraveledtheworldperformingNativeAmericansongsandstoriesforheadsofstate,Americanpresidents,andEuropeanroyalty.FeaturingChickasawcitizensbothinfrontofandbe-hindthecamera,thistouchingportraitstarringQ’oriankaKilcher(“TheNewWorld”)andGrahamGreenehonorsawomanwhoseownstorywasthemostinspiringoneshenevertold.-TCFFdatabase",2017,PG,105,"drama,history",US,,tt4061944,7.4,736,4.665,7.3
tm350971,TheLastHour,MOVIE,"TwoPeruviandetectivesmustcaptureAbimaelGuzman,theleaderofterroristorganizationShiningPath,buttheirintenseandcomplexrelationshipwillendangertheirmissionandtheirlives,inthemidstofviolentLimaof1992.",2017,,118,"crime,drama,history,thriller",PE,,tt7370000,6.3,522,3.163,6.8
